,title,artist,year,bpm,energy,danceability,dB,liveness,valence,duration,acousticness,speechiness,popularity,genre
2729,Ain't Your Mama,Jennifer Lopez,2016,120,68,76,-6,7,82,218,5,23,72,dance pop
2730,Raise Your Glass,P!nk,2011,122,64,68,-7,12,56,208,0,12,38,dance pop
2731,Champagne Problems,Nick Jonas,2016,108,78,73,-5,9,64,193,0,13,50,dance pop
2732,We Can't Stop,Miley Cyrus,2013,80,62,61,-6,37,48,231,1,3,78,dance pop
2733,XO,Beyoncé,2014,170,79,47,-9,31,21,216,17,26,56,dance pop
2734,Muny - Album Version (Edited),Nicki Minaj,2011,98,72,80,-5,19,53,227,56,33,7,dance pop
2735,A Little Party Never Killed Nobody (All We Got),Fergie,2014,130,62,76,-6,9,52,241,1,18,65,dance pop
2736,This Is How We Do,Katy Perry,2014,96,64,69,-6,15,80,204,2,5,66,dance pop
2737,Million Years Ago,Adele,2016,0,0,0,-60,0,0,227,0,0,0,british soul
2738,Don't Call Me Up,Mabel,2019,99,88,67,-3,8,23,178,30,15,86,dance pop
2739,All The Right Moves,OneRepublic,2010,146,95,53,-4,28,65,238,26,5,65,dance pop
2740,Younger Now,Miley Cyrus,2017,122,87,55,-5,14,33,249,0,6,62,dance pop
2741,Don't,Ed Sheeran,2015,95,61,81,-7,64,85,220,1,7,74,pop
2742,Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer,2016,108,88,75,-4,23,75,166,4,7,73,dance pop
2743,Runnin' (Lose It All),Naughty Boy,2016,139,85,32,-6,48,8,213,1,8,69,tropical house
2744,Lemon,N.E.R.D,2018,95,73,92,-7,12,20,220,0,9,68,hip hop
2745,Treat You Better,Shawn Mendes,2017,83,82,44,-4,11,75,188,11,34,84,canadian pop
2746,"How Far I'll Go - From ""Moana""",Alessia Cara,2017,181,54,31,-10,7,16,176,16,35,71,canadian contemporary r&b
2747,Can't Remember to Forget You (feat. Rihanna),Shakira,2014,138,81,69,-4,14,82,207,12,7,62,colombian pop
2748,Treat You Better,Shawn Mendes,2017,83,82,44,-4,11,75,188,11,34,84,canadian pop
2749,Stay,Zedd,2017,102,62,69,-5,12,54,210,25,6,80,complextro
2750,Reality (feat. Janieck Devy) - Radio Edit,Lost Frequencies,2017,122,64,73,-7,8,53,158,2,4,59,belgian edm
2751,International Love,Pitbull,2012,120,86,67,-3,34,65,227,1,5,72,dance pop
2752,#SELFIE,The Chainsmokers,2014,128,92,79,-3,8,66,184,1,25,65,electropop
2753,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,2015,190,61,26,-7,13,28,253,25,5,79,dance pop
2754,Love On The Brain,Rihanna,2018,172,64,51,-5,8,38,224,7,5,82,barbadian pop
2755,Meet Me Halfway,The Black Eyed Peas,2010,130,63,80,-7,32,40,284,0,7,68,dance pop
2756,Beautiful People (feat. Khalid),Ed Sheeran,2019,93,65,64,-8,8,55,198,12,19,86,pop
2757,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,2016,105,59,80,-6,6,59,214,10,4,79,dance pop
2758,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,2019,96,89,67,-3,74,48,159,30,6,90,escape room
2759,You're Mine (Eternal),Mariah Carey,2014,149,58,63,-7,38,56,224,28,7,38,dance pop
2760,Make Me Like You,Gwen Stefani,2016,118,71,74,-5,13,80,217,4,5,50,dance pop
2761,Gorilla,Bruno Mars,2014,140,54,72,-7,10,64,244,45,4,68,pop
2762,Me Too,Meghan Trainor,2016,124,69,93,-6,48,84,181,10,10,73,dance pop
2763,Kiss You,One Direction,2013,90,93,63,-3,32,91,183,2,6,73,boy band
2764,What Makes You Beautiful,One Direction,2012,125,79,73,-2,6,89,200,1,7,78,boy band
2765,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,2019,96,80,84,-4,6,62,213,16,23,77,electronic trap
2766,If I Had You,Adam Lambert,2010,131,91,65,-4,37,79,228,1,11,59,australian pop
2767,How Do You Sleep?,Sam Smith,2019,111,68,48,-5,8,35,202,15,9,93,pop
2768,Clown,Emeli Sandé,2013,130,23,45,-8,11,23,221,92,4,60,dance pop
2769,Pep Rally,Missy Elliott,2016,90,75,83,-4,20,32,263,22,12,47,dance pop
2770,Blurred Lines,Robin Thicke,2013,120,60,85,-5,8,84,264,0,4,76,dance pop
2771,Kissing Strangers,DNCE,2017,120,74,77,-6,9,86,202,5,4,66,dance pop
2772,Try Sleeping with a Broken Heart,Alicia Keys,2010,111,82,50,-5,13,55,249,16,11,62,hip pop
2773,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,2018,95,30,59,-7,12,36,260,78,3,78,pop
2774,Don't You Worry Child - Radio Edit,Swedish House Mafia,2013,129,84,61,-3,12,44,213,11,5,78,big room
2775,Booty,Jennifer Lopez,2015,129,95,71,-4,26,40,210,0,5,64,dance pop
2776,Love Somebody,Maroon 5,2013,120,78,68,-6,12,40,230,13,4,65,pop
2777,Work Bitch,Britney Spears,2013,128,82,63,-7,7,85,248,16,16,71,dance pop
2778,Rock That Body,The Black Eyed Peas,2010,125,91,72,-6,43,84,269,2,10,59,dance pop
2779,Youth (feat. Khalid),Shawn Mendes,2018,100,60,53,-7,13,32,191,56,12,75,canadian pop
2780,Run the World (Girls),Beyoncé,2011,127,90,73,-4,37,76,236,0,14,76,dance pop
2781,Talk (feat. Disclosure),Khalid,2019,136,40,90,-9,6,35,198,5,13,84,alternative r&b
2782,Invading My Mind,Jennifer Lopez,2011,129,88,73,-4,32,69,201,2,7,31,dance pop
2783,Clown,Emeli Sandé,2013,130,23,45,-8,11,23,221,92,4,60,dance pop
2784,Familiar,Liam Payne,2018,93,81,64,-5,8,91,197,2,33,72,dance pop
2785,Baby,Justin Bieber,2010,65,86,73,-5,11,54,214,4,14,77,canadian pop
2786,Starving,Hailee Steinfeld,2016,100,62,73,-4,11,51,182,38,6,78,dance pop
2787,International Love,Pitbull,2012,120,86,67,-3,34,65,227,1,5,72,dance pop
2788,Finally Found You,Enrique Iglesias,2013,128,88,62,-5,35,66,221,1,10,52,dance pop
2789,Attention,Charlie Puth,2018,100,61,78,-5,13,80,209,11,5,83,dance pop
2790,Elastic Heart,Sia,2015,130,79,42,-5,15,50,257,1,5,73,australian dance
2791,Work Bitch,Britney Spears,2013,128,82,63,-7,7,85,248,16,16,71,dance pop
2792,NO,Meghan Trainor,2016,92,80,56,-4,74,65,214,1,22,70,dance pop
2793,Some Nights,fun.,2012,108,74,67,-7,9,39,277,2,5,72,baroque pop
2794,"Ooh La La (from ""The Smurfs 2"")",Britney Spears,2013,128,57,69,-5,11,73,257,2,5,45,dance pop
2795,Gorilla,Bruno Mars,2014,140,54,72,-7,10,64,244,45,4,68,pop
2796,Bon appétit,Katy Perry,2017,106,79,80,-6,22,52,228,13,6,68,dance pop
2797,human,Christina Perri,2014,144,49,44,-6,11,25,251,13,4,68,dance pop
2798,Finesse - Remix; feat. Cardi B,Bruno Mars,2018,105,86,70,-5,2,93,217,2,10,78,pop
2799,Slow Hands,Niall Horan,2017,86,42,74,-7,6,85,188,1,5,64,dance pop
2800,Him & I (with Halsey),G-Eazy,2018,88,73,59,-6,31,19,269,5,9,78,hip hop
2801,Influence,Tove Lo,2017,105,59,77,-10,11,33,225,10,5,54,dance pop
2802,In My Blood,Shawn Mendes,2018,140,71,62,-7,13,49,211,6,7,83,canadian pop
2803,Mi Gente (feat. Beyoncé),J Balvin,2018,105,72,76,-6,23,47,210,2,8,68,latin
2804,Something Just Like This,The Chainsmokers,2017,103,65,61,-7,17,51,248,3,4,78,electropop
2805,Meet Me Halfway,The Black Eyed Peas,2010,130,63,80,-7,32,40,284,0,7,68,dance pop
2806,Want To,Dua Lipa,2018,92,69,57,-5,6,32,212,8,12,67,dance pop
2807,Come Get It Bae,Pharrell Williams,2014,120,80,93,-6,10,90,202,27,8,59,dance pop
2808,Shout Out to My Ex,Little Mix,2016,126,75,77,-4,11,80,246,2,9,77,dance pop
2809,My Way,Calvin Harris,2017,120,91,82,-3,16,54,219,9,4,78,dance pop
2810,Rock That Body,The Black Eyed Peas,2010,125,91,72,-6,43,84,269,2,10,59,dance pop
2811,Love The Way You Lie,Eminem,2010,87,93,75,-5,52,64,263,24,23,82,detroit hip hop
2812,We Are Here,Alicia Keys,2015,93,67,64,-6,8,8,285,43,4,49,hip pop
2813,Castle Walls (feat. Christina Aguilera),T.I.,2011,80,86,45,-5,26,58,329,7,39,49,atl hip hop
2814,Blown,DNCE,2016,130,95,63,-5,10,73,197,0,4,48,dance pop
2815,We Found Love,Rihanna,2011,128,77,73,-4,11,60,215,3,4,61,barbadian pop
2816,My Way,Calvin Harris,2017,120,91,82,-3,16,54,219,9,4,78,dance pop
2817,E.T.,Katy Perry,2011,152,87,62,-5,37,76,230,2,18,66,dance pop
2818,I'll Show You,Justin Bieber,2015,192,61,36,-7,18,8,200,5,10,68,canadian pop
2819,You Lost Me,Christina Aguilera,2010,43,39,23,-6,14,7,257,85,4,56,dance pop
2820,My My My!,Troye Sivan,2018,103,46,70,-8,5,48,205,0,8,76,dance pop
2821,Greenlight (feat. Flo Rida & LunchMoney Lewis),Pitbull,2017,115,83,70,-6,36,63,245,28,27,54,dance pop
2822,Make Me... (feat. G-Eazy),Britney Spears,2016,123,70,70,-7,22,58,231,16,10,53,dance pop
2823,Come & Get It,Selena Gomez,2013,80,79,55,-4,10,58,232,1,5,57,dance pop
2824,Tonight Tonight,Hot Chelle Rae,2011,100,78,69,-5,16,81,200,8,12,75,dance pop
2825,Blow,Kesha,2011,120,73,75,-4,7,81,220,0,4,64,dance pop
2826,A Thousand Years,Christina Perri,2011,139,41,42,-7,11,16,285,31,3,81,dance pop
2827,Fireball (feat. John Ryan),Pitbull,2015,123,94,69,-5,5,79,235,9,6,67,dance pop
2828,Not Myself Tonight,Christina Aguilera,2010,120,81,76,-5,56,54,186,0,4,55,dance pop
2829,Burn,Ellie Goulding,2014,87,78,56,-5,11,33,231,31,4,71,dance pop
2830,Take Me To Church,Hozier,2015,129,66,57,-5,12,44,242,63,5,81,irish singer-songwriter
2831,Paradise,Coldplay,2012,140,59,45,-7,8,20,279,5,3,79,permanent wave
2832,The Edge Of Glory,Lady Gaga,2011,128,77,58,-6,11,36,321,0,4,67,dance pop
2833,MOVE TO MIAMI,Enrique Iglesias,2018,100,87,76,-4,7,90,169,3,5,64,dance pop
2834,This Is What You Came For,Calvin Harris,2016,124,93,63,-3,15,47,222,20,3,80,dance pop
2835,Sheezus,Lily Allen,2014,130,50,78,-7,11,39,235,15,4,37,dance pop
2836,Thinking out Loud,Ed Sheeran,2015,79,45,78,-6,18,59,282,47,3,84,pop
2837,Moment 4 Life - Album Version (Edited),Nicki Minaj,2011,130,88,50,-4,22,37,279,39,38,28,dance pop
2838,Take Back the Night,Justin Timberlake,2013,107,66,59,-5,64,33,353,4,16,54,dance pop
2839,"Ooh La La (from ""The Smurfs 2"")",Britney Spears,2013,128,57,69,-5,11,73,257,2,5,45,dance pop
2840,Make Me Like You,Gwen Stefani,2016,118,71,74,-5,13,80,217,4,5,50,dance pop
2841,Worth It,Fifth Harmony,2015,100,77,88,-4,12,59,225,6,9,75,dance pop
2842,She Looks So Perfect,5 Seconds of Summer,2014,160,95,49,-4,33,44,202,0,13,71,boy band
2843,Focus,Ariana Grande,2015,100,88,67,-6,44,79,211,27,24,66,dance pop
2844,I Dont Wanna Live Forever (Fifty Shades Darker),ZAYN,2017,118,45,74,-8,33,9,245,6,6,78,dance pop
2845,Wrecking Ball,Miley Cyrus,2013,120,42,53,-6,11,35,221,41,3,77,dance pop
2846,What Lovers Do (feat. SZA),Maroon 5,2018,110,60,80,-5,10,42,200,8,6,79,pop
2847,Supernova,Ansel Elgort,2018,140,62,77,-5,21,68,191,6,10,72,dance pop
2848,Little Lies,Hilary Duff,2016,124,76,57,-6,4,40,204,0,6,36,dance pop
2849,Let Me Love You,DJ Snake,2017,100,72,65,-5,14,16,206,9,3,82,electronic trap
2850,Atlas - From The Hunger Games: Catching Fire Soundtrack,Coldplay,2013,136,45,28,-8,11,11,236,63,3,55,permanent wave
2851,Want to Want Me,Jason Derulo,2015,114,68,78,-6,11,66,208,1,6,77,dance pop
2852,Ain't Your Mama,Jennifer Lopez,2016,120,68,76,-6,7,82,218,5,23,72,dance pop
2853,Atlas - From The Hunger Games: Catching Fire Soundtrack,Coldplay,2013,136,45,28,-8,11,11,236,63,3,55,permanent wave
2854,Fireball (feat. John Ryan),Pitbull,2015,123,94,69,-5,5,79,235,9,6,67,dance pop
2855,"Happy - From ""Despicable Me 2""",Pharrell Williams,2014,160,82,65,-5,9,96,233,22,18,79,dance pop
2856,Club Can't Handle Me (feat. David Guetta),Flo Rida,2010,128,87,62,-4,6,47,235,3,3,73,dance pop
2857,Wolves,Selena Gomez,2018,125,80,72,-5,20,31,198,12,4,83,dance pop
2858,Truth Hurts,Lizzo,2019,158,62,72,-3,12,41,173,11,11,90,escape room
2859,Kiss You,One Direction,2013,90,93,63,-3,32,91,183,2,6,73,boy band
2860,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017,102,76,72,-4,18,74,251,41,5,78,dance pop
2861,Anywhere,Rita Ora,2018,107,80,63,-4,10,32,215,4,6,74,dance pop
2862,Reggaetón Lento (Remix),CNCO,2017,94,91,53,-3,10,62,189,15,9,71,boy band
2863,Electric Love,BØRNS,2016,120,80,61,-8,26,52,218,1,5,76,electropop
2864,Younger Now,Miley Cyrus,2017,122,87,55,-5,14,33,249,0,6,62,dance pop
2865,Beauty And A Beat,Justin Bieber,2012,128,84,60,-5,7,53,228,0,6,72,canadian pop
2866,Lemon,N.E.R.D,2018,95,73,92,-7,12,20,220,0,9,68,hip hop
2867,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,116,94,56,-4,11,68,222,5,5,74,dance pop
2868,Castle Walls (feat. Christina Aguilera),T.I.,2011,80,86,45,-5,26,58,329,7,39,49,atl hip hop
2869,Send My Love (To Your New Lover),Adele,2016,164,52,69,-8,17,56,223,4,10,61,british soul
2870,Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,2018,100,64,75,-5,11,45,186,25,9,64,downtempo
2871,Stitches,Shawn Mendes,2016,150,75,75,-7,5,76,207,2,7,78,canadian pop
2872,Tee Shirt - Soundtrack Version,Birdy,2014,76,34,68,-9,9,56,160,84,3,49,neo mellow
2873,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,2015,120,38,66,-6,10,44,252,39,3,79,canadian contemporary r&b
2874,What's My Name?,Rihanna,2011,100,79,69,-3,8,58,263,23,7,69,barbadian pop
2875,One Call Away (feat. Tyga) - Remix,Charlie Puth,2016,91,69,75,-5,13,52,192,26,4,41,dance pop
2876,Give It 2 U,Robin Thicke,2013,127,83,67,-4,16,58,230,10,7,41,dance pop
2877,Close,Nick Jonas,2016,124,62,65,-5,14,40,234,25,8,72,dance pop
2878,Blown,DNCE,2016,130,95,63,-5,10,73,197,0,4,48,dance pop
2879,Not a Bad Thing,Justin Timberlake,2014,86,73,59,-6,38,46,266,27,6,0,dance pop
2880,Hands To Myself,Selena Gomez,2016,111,50,81,-7,34,47,201,1,12,71,dance pop
2881,Cool Girl,Tove Lo,2016,102,69,67,-7,8,20,199,31,11,69,dance pop
2882,OK - Spotify Version,Robin Schulz,2017,122,81,65,-6,13,58,189,12,6,69,dance pop
2883,Make Me... (feat. G-Eazy),Britney Spears,2016,123,70,70,-7,22,58,231,16,10,53,dance pop
2884,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,2015,120,38,66,-6,10,44,252,39,3,79,canadian contemporary r&b
2885,What Do You Mean?,Justin Bieber,2015,125,57,85,-8,8,79,206,59,10,79,canadian pop
2886,Shot Me Down (feat. Skylar Grey) - Radio Edit,David Guetta,2014,192,77,35,-4,12,4,191,6,5,61,dance pop
2887,Legendary Lovers,Katy Perry,2015,126,84,62,-5,8,39,224,2,8,41,dance pop
2888,Love Yourself,Justin Bieber,2016,100,38,61,-10,28,52,234,84,44,83,canadian pop
2889,Dangerous,Jennifer Hudson,2015,109,53,90,-5,8,65,255,0,5,18,dance pop
2890,Marry The Night,Lady Gaga,2011,131,88,61,-4,46,38,265,0,6,61,dance pop
2891,The Feeling,Justin Bieber,2015,127,81,53,-6,10,21,245,8,6,67,canadian pop
2892,Been You,Justin Bieber,2015,113,78,74,-6,32,86,199,2,7,60,canadian pop
2893,Crazy Kids (feat. will.i.am),Kesha,2013,128,75,72,-4,13,50,229,4,4,46,dance pop
2894,Let Me,ZAYN,2018,168,57,46,-6,10,19,185,24,5,72,dance pop
2895,Hard,Rihanna,2010,182,75,31,-4,65,16,251,1,11,57,barbadian pop
2896,Remember I Told You,Nick Jonas,2017,113,53,68,-6,4,84,202,14,28,53,dance pop
2897,Daylight,Maroon 5,2013,120,67,66,-5,26,37,225,0,3,66,pop
2898,Just the Way You Are,Bruno Mars,2011,109,84,64,-5,9,43,221,2,4,78,pop
2899,How Ya Doin'? (feat. Missy Elliott),Little Mix,2013,201,95,36,-3,37,51,211,9,48,50,dance pop
2900,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,2016,113,83,67,-6,19,70,236,1,7,79,dance pop
2901,What Do You Mean?,Justin Bieber,2015,125,57,85,-8,8,79,206,59,10,79,canadian pop
2902,Chained To The Rhythm,Katy Perry,2017,190,80,45,-5,20,47,238,8,17,72,dance pop
2903,Takeaway,The Chainsmokers,2019,100,51,53,-8,10,35,210,13,3,83,electropop
2904,Stitches,Shawn Mendes,2016,150,75,75,-7,5,76,207,2,7,78,canadian pop
2905,Finesse - Remix; feat. Cardi B,Bruno Mars,2018,105,86,70,-5,2,93,217,2,10,78,pop
2906,WTF (Where They From),Missy Elliott,2016,120,82,93,-3,6,56,193,2,20,58,dance pop
2907,Reality (feat. Janieck Devy) - Radio Edit,Lost Frequencies,2017,122,64,73,-7,8,53,158,2,4,59,belgian edm
2908,Ain't Your Mama,Jennifer Lopez,2016,120,68,76,-6,7,82,218,5,23,72,dance pop
2909,Burn,Ellie Goulding,2014,87,78,56,-5,11,33,231,31,4,71,dance pop
2910,I Lived,OneRepublic,2015,120,85,59,-5,27,34,235,7,4,67,dance pop
2911,Walk On Water (feat. Beyoncé),Eminem,2018,82,44,48,-10,64,62,304,81,24,65,detroit hip hop
2912,Blame,Calvin Harris,2015,128,86,41,-4,34,35,213,3,8,76,dance pop
2913,Waves - Robin Schulz Radio Edit,Mr. Probz,2015,120,51,83,-9,8,45,208,1,4,77,tropical house
2914,Maps,Maroon 5,2014,120,71,74,-6,6,88,190,2,3,78,pop
2915,End Game,Taylor Swift,2018,159,59,65,-6,11,15,245,1,6,70,pop
2916,Sweet Nothing (feat. Florence Welch),Calvin Harris,2013,128,93,57,-4,6,58,213,20,11,72,dance pop
2917,Under Control,Calvin Harris,2013,126,92,54,-3,12,51,184,13,8,74,dance pop
2918,Marry You,Bruno Mars,2011,145,83,62,-5,10,48,230,33,4,73,pop
2919,XO,Beyoncé,2014,170,79,47,-9,31,21,216,17,26,56,dance pop
2920,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,2019,98,62,86,-6,9,67,204,15,8,92,pop
2921,Reality (feat. Janieck Devy) - Radio Edit,Lost Frequencies,2017,122,64,73,-7,8,53,158,2,4,59,belgian edm
2922,"Me, Myself & I",G-Eazy,2016,112,67,76,-7,16,38,251,2,10,78,hip hop
2923,Keeping Your Head Up,Birdy,2016,122,78,60,-5,19,53,208,16,5,52,neo mellow
2924,Kiss You,One Direction,2013,90,93,63,-3,32,91,183,2,6,73,boy band
2925,Something Just Like This,The Chainsmokers,2017,103,65,61,-7,17,51,248,3,4,78,electropop
2926,TKO,Justin Timberlake,2013,138,68,61,-7,43,49,424,1,24,58,dance pop
2927,All I Ask,Adele,2017,142,28,59,-5,15,34,272,88,3,71,british soul
2928,Sorry,Justin Bieber,2015,100,76,65,-4,30,41,201,8,5,81,canadian pop
2929,Been You,Justin Bieber,2015,113,78,74,-6,32,86,199,2,7,60,canadian pop
2930,Sparks,Hilary Duff,2015,122,88,85,-5,10,79,186,4,6,44,dance pop
2931,Capital Letters,Hailee Steinfeld,2018,100,81,66,-6,5,46,219,3,8,76,dance pop
2932,Cheap Thrills,Sia,2016,90,80,59,-5,8,73,225,6,22,64,australian dance
2933,Good Life,OneRepublic,2011,95,69,63,-8,13,65,253,8,5,72,dance pop
2934,Something Just Like This,The Chainsmokers,2017,103,65,61,-7,17,51,248,3,4,78,electropop
2935,Summer,Calvin Harris,2014,128,86,60,-4,14,74,223,2,3,80,dance pop
2936,One Kiss (with Dua Lipa),Calvin Harris,2018,124,86,79,-3,8,59,215,4,11,86,dance pop
2937,Close,Nick Jonas,2016,124,62,65,-5,14,40,234,25,8,72,dance pop
2938,Suit & Tie,Justin Timberlake,2013,102,60,80,-4,16,36,326,10,22,68,dance pop
2939,Crazy Kids (feat. will.i.am),Kesha,2013,128,75,72,-4,13,50,229,4,4,46,dance pop
2940,Sweet Nothing (feat. Florence Welch),Calvin Harris,2013,128,93,57,-4,6,58,213,20,11,72,dance pop
2941,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,2016,113,83,67,-6,19,70,236,1,7,79,dance pop
2942,Cake By The Ocean,DNCE,2016,119,75,77,-5,4,90,219,15,5,81,dance pop
2943,If I Had You,Adam Lambert,2010,131,91,65,-4,37,79,228,1,11,59,australian pop
2944,Invading My Mind,Jennifer Lopez,2011,129,88,73,-4,32,69,201,2,7,31,dance pop
2945,Rather Be (feat. Jess Glynne),Clean Bandit,2015,121,59,80,-7,19,55,228,16,4,73,dance pop
2946,What Lovers Do (feat. SZA),Maroon 5,2018,110,60,80,-5,10,42,200,8,6,79,pop
2947,Crazy Kids (feat. will.i.am),Kesha,2013,128,75,72,-4,13,50,229,4,4,46,dance pop
2948,WTF (Where They From),Missy Elliott,2016,120,82,93,-3,6,56,193,2,20,58,dance pop
2949,"Me, Myself & I",G-Eazy,2016,112,67,76,-7,16,38,251,2,10,78,hip hop
2950,Don't You Worry Child - Radio Edit,Swedish House Mafia,2013,129,84,61,-3,12,44,213,11,5,78,big room
2951,Closer,The Chainsmokers,2017,95,52,75,-6,11,66,245,41,3,86,electropop
2952,Try Sleeping with a Broken Heart,Alicia Keys,2010,111,82,50,-5,13,55,249,16,11,62,hip pop
2953,Suit & Tie,Justin Timberlake,2013,102,60,80,-4,16,36,326,10,22,68,dance pop
2954,Roar,Katy Perry,2013,180,77,55,-5,35,46,224,0,4,78,dance pop
2955,Uptown Funk,Mark Ronson,2015,115,61,86,-7,3,93,270,1,8,82,dance pop
2956,Next To Me,Emeli Sandé,2013,95,80,67,-5,11,35,197,9,4,60,dance pop
2957,Mark My Words,Justin Bieber,2015,114,26,38,-9,17,52,134,88,3,63,canadian pop
2958,Everybody Talks,Neon Trees,2013,155,92,47,-4,31,73,177,0,6,74,indie pop
2959,My My My!,Troye Sivan,2018,103,46,70,-8,5,48,205,0,8,76,dance pop
2960,How Ya Doin'? (feat. Missy Elliott),Little Mix,2013,201,95,36,-3,37,51,211,9,48,50,dance pop
2961,LIKE I WOULD,ZAYN,2016,113,83,56,-6,26,23,192,2,11,65,dance pop
2962,Gorilla,Bruno Mars,2014,140,54,72,-7,10,64,244,45,4,68,pop
2963,Partition,Beyoncé,2014,186,44,41,-12,31,17,319,3,29,65,dance pop
2964,Chandelier,Sia,2014,174,78,29,-3,7,62,216,2,7,56,australian dance
2965,What I Need (feat. Kehlani),Hayley Kiyoko,2018,104,79,63,-4,16,41,220,5,6,67,dance pop
2966,"No Brainer (feat. Justin Bieber, Chance the Rapper & Quavo)",DJ Khaled,2019,136,76,53,-5,9,65,260,7,34,70,dance pop
2967,Misery,Maroon 5,2010,103,81,70,-5,22,73,216,0,4,65,pop
2968,Cheers (Drink To That),Rihanna,2011,80,91,58,-4,29,73,262,2,4,58,barbadian pop
2969,Perfect Illusion,Lady Gaga,2016,125,86,61,-5,36,66,182,0,4,67,dance pop
2970,"How Far I'll Go - From ""Moana""",Alessia Cara,2017,181,54,31,-10,7,16,176,16,35,71,canadian contemporary r&b
2971,La La La (Brasil 2014) (feat. Carlinhos Brown),Shakira,2014,128,82,80,-5,35,61,198,18,4,50,colombian pop
2972,Loca,Shakira,2010,112,87,80,-4,9,85,193,19,7,56,colombian pop
2973,Sugar,Maroon 5,2015,120,79,75,-7,9,88,235,6,3,66,pop
2974,Slide (feat. Frank Ocean & Migos),Calvin Harris,2017,104,80,74,-3,25,51,231,50,5,75,dance pop
2975,What the Hell,Avril Lavigne,2011,150,93,58,-4,14,88,221,0,5,74,canadian pop
2976,Papi,Jennifer Lopez,2011,120,81,71,-5,37,89,223,13,6,58,dance pop
2977,MOVE TO MIAMI,Enrique Iglesias,2018,100,87,76,-4,7,90,169,3,5,64,dance pop
2978,Sugar,Maroon 5,2015,120,79,75,-7,9,88,235,6,3,66,pop
2979,Come & Get It,Selena Gomez,2013,80,79,55,-4,10,58,232,1,5,57,dance pop
2980,"No Brainer (feat. Justin Bieber, Chance the Rapper & Quavo)",DJ Khaled,2019,136,76,53,-5,9,65,260,7,34,70,dance pop
2981,7 Years,Lukas Graham,2016,120,47,77,-6,39,34,237,29,5,80,danish pop
2982,Alive,Sia,2015,100,76,51,-4,11,44,264,25,5,61,australian dance
2983,Mmm Yeah (feat. Pitbull),Austin Mahone,2014,126,92,71,-4,27,98,232,0,4,65,dance pop
2984,Don't You Worry Child - Radio Edit,Swedish House Mafia,2013,129,84,61,-3,12,44,213,11,5,78,big room
2985,Tired,Alan Walker,2017,124,88,69,-4,15,49,192,4,6,70,electro house
2986,First Time,Kygo,2017,90,59,63,-7,10,68,194,20,11,71,edm
2987,Reality (feat. Janieck Devy) - Radio Edit,Lost Frequencies,2017,122,64,73,-7,8,53,158,2,4,59,belgian edm
2988,Roar,Katy Perry,2013,180,77,55,-5,35,46,224,0,4,78,dance pop
2989,Body Moves,DNCE,2017,102,69,65,-5,4,86,236,0,4,62,dance pop
2990,Whataya Want from Me,Adam Lambert,2010,186,68,44,-5,6,45,227,1,5,66,australian pop
2991,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017,81,67,61,-4,17,81,289,6,4,77,dance pop
2992,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,2019,96,89,67,-3,74,48,159,30,6,90,escape room
2993,In My Blood,Shawn Mendes,2018,140,71,62,-7,13,49,211,6,7,83,canadian pop
2994,St Jude,Florence + The Machine,2015,117,43,26,-11,11,9,225,75,3,47,art pop
2995,Only Girl (In The World),Rihanna,2010,126,72,79,-4,7,61,235,13,4,73,barbadian pop
